sentence;spam
iau đang xây dựng một công cụ giúp các nhà tiếp thị theo dõi các chiến dịch kỹ thuật số của họ dễ dàng hơn, giúp họ có thêm dữ liệu về nỗ lực tiếp thị của mình. Công ty khởi nghiệp này cho biết họ đã làm việc với hơn 50 cơ quan tiếp thị.;1
" Nền tảng quản lý và dữ liệu để mọi người quản lý và phát triển doanh nghiệp trực tuyến. Công ty khởi nghiệp đang xây dựng nền tảng quản lý/dữ liệu, được gọi là "" Nền tảng tham gia khách hàng "". Nó hy vọng sẽ bổ sung các phân tích và quản lý khách hàng mà các doanh nghiệp thường sử dụng với dữ liệu dự đoán và sắc thái hơn.";1
Ngoài ra, có một số startup phát triển nhanh khác cũng đang làm việc thông qua cơ sở dữ liệu Crunchbase, bao gồm:;1
Một nền tảng phân tích dữ liệu B2B cho các công ty dịch vụ tài chính, quan trọng nhất là các ngân hàng.Công ty được thành lập vào năm 2016 và đã huy động được 3,7 triệu đô la.;1
"Một công ty đang xây dựng ""bằng chứng kỹ thuật số về khái niệm"" cho ngành công nghiệp dược phẩm.Công ty đang phát triển một nền tảng cho phép các công ty dược phẩm kiểm tra tính an toàn của thuốc thử lâm sàng và theo dõi hiệu suất của sản phẩm, dữ liệu có giá trị lớn đối với FDA.";1
Một công ty giúp các doanh nghiệp quản lý dữ liệu từ các trợ lý ảo.Ý tưởng là trợ lý có thể yêu cầu và lấy thông tin và sau đó gửi yêu cầu đến trang web của công ty, nơi dữ liệu được lưu trữ và có thể được truy cập.;1
Một công ty nhãn trắng bán dữ liệu khách hàng cho các công ty bảo hiểm, nhưng công ty khởi nghiệp này cho biết dữ liệu mà họ cung cấp ít hơn những gì một công ty mua dữ liệu từ một nhà môi giới sẽ trả tiền. Thay vì mua dữ liệu của một người từ một nhà môi giới, Vitality bắt đầu với dữ liệu của một người từ các nguồn bên thứ 3 và giúp họ tạo hồ sơ.;1
Một công ty khởi nghiệp chuyên khai thác dữ liệu, nhắm vào không gian B2B.Công ty nhằm mục đích giúp các công ty giảm thời gian phân tích dữ liệu và tạo ra các mô hình có thể dự đoán tuổi thọ tài sản của họ.;1
Một nền tảng truy cập theo yêu cầu dữ liệu và thông tin từ nhiều công ty. Công ty muốn giúp các doanh nghiệp truy cập thông tin từ nhiều nguồn, sau đó giúp họ dễ dàng phân tích và sử dụng thông tin đó.;1
Một công ty B2B nhằm mục đích giúp các thương hiệu B2B tiếp thị và bán hàng bằng cách tận dụng sức mạnh của dữ liệu B2B và công nghệ CRM.Có khách hàng bao gồm Ngân hàng Hoàng gia Canada và American Express.;1
"Công ty khởi nghiệp này cung cấp một nền tảng cho mọi người tạo ra một "" AI cá nhân "" để giúp họ theo dõi và quản lý dữ liệu cá nhân của họ. Họ sử dụng dữ liệu từ email, phương tiện truyền thông xã hội và trình duyệt web của bạn để giúp bạn theo dõi dữ liệu của mình và tạo ra một AI được cá nhân hóa để giúp bạn quản lý dữ liệu cá nhân của mình, với dữ liệu bạn cung cấp cho họ được ẩn danh.";1
"Một công ty khởi nghiệp muốn tạo ra một "" đám mây cá nhân"" cho các doanh nghiệp cho phép họ lưu trữ và chia sẻ dữ liệu giữa người dùng trên internet.";1
Một nền tảng cho người mua để giúp người bán phân tích sản phẩm của họ.Người bán có thể tải lên hình ảnh của sản phẩm và yêu cầu người mua xem xét chúng, và công ty sẽ thêm dữ liệu vào cơ sở dữ liệu mà người bán có thể sử dụng để cải thiện sản phẩm của họ.;1
Một API cho nền tảng Open Data của chính phủ Anh, được phát hành theo giấy phép Creative Commons.Nó cho phép người dùng giao tiếp với dữ liệu theo nhiều cách khác nhau, bao gồm cả lọc bằng tiện ích.;1
Một công ty khởi nghiệp cung cấp dịch vụ quản lý dữ liệu sức khoẻ cho các bệnh viện, dữ liệu đến từ các bác sĩ, y tá, nhân viên y tế khác và hồ sơ bệnh án.;1
" Một nền tảng để "" kể câu chuyện của bạn "". Ví dụ, bạn có thể viết một câu chuyện về chuyến công tác đến Trung Quốc, đưa vào cơ sở dữ liệu của họ hàng triệu câu chuyện khác và tạo ra một đồ họa thông tin.";1
"Dự đoán và cho phép "" đổi mới dựa trên dữ liệu "". Công ty đang tìm cách xây dựng nền tảng học máy để giúp khách hàng tìm ra những cách mới để sử dụng phân tích để làm cho doanh nghiệp của họ có lợi nhuận cao hơn.";1
"Công ty khởi nghiệp này đang xây dựng một "" dây chuyền lắp ráp dữ liệu"": một hệ thống giúp các công ty phân tích các bộ dữ liệu khổng lồ của họ để họ có thể đưa ra quyết định tốt hơn.";1
Một ban việc làm cho các nhà khoa học dữ liệu - một cái trông giống LinkedIn.;1
"Một nền tảng nhằm cải thiện chất lượng dữ liệu trong y tế và giáo dục, bằng cách sử dụng AI và học máy.Kết quả là một nền tảng làm cho dữ liệu ""có thể hành động"" để nó có thể được sử dụng để mô phỏng kết quả và đưa ra dự đoán.";1
"Công ty khởi nghiệp này muốn xây dựng một ""ứng dụng dữ liệu"", hoặc một ứng dụng kỹ thuật số cho phép bạn xây dựng các ứng dụng trên nó có thể được triển khai trên bất kỳ blockchain nào.";1
"Một công ty khởi nghiệp tập trung vào việc bảo vệ quyền riêng tư và dữ liệu của người tiêu dùng. Nó đã xây dựng một sản phẩm giám sát các ứng dụng đã được tải xuống bởi người dùng. Công ty khởi nghiệp có trụ sở tại Berlin và nói rằng nó đã ""lưu"" hơn 100.000 dữ liệu của người dùng.";1
"Các kỹ sư đứng đằng sau công ty khởi nghiệp này đang sử dụng phương pháp tiếp cận ""dựa trên dữ liệu"" để xây dựng nền tảng tiếp thị qua email tốt hơn. CEO của công ty cho biết tiếp thị qua email tốt hơn bao giờ hết.";1
"Kinh doanh SaaS nhằm giúp thu thập dữ liệu "" đáng tin cậy và nặng nề "" từ các nền tảng trực tuyến. Dữ liệu đó sẽ được chia sẻ giữa nền tảng và người dùng, cho phép người dùng kiểm soát nhiều hơn dữ liệu họ đang chia sẻ và những gì họ đang chia sẻ.";1
là xây dựng một cơ sở dữ liệu cho các doanh nghiệp nhỏ để giúp họ có lợi nhuận cao hơn.;1
Dịch vụ dựa trên đăng ký để tạo điều kiện bán hàng hóa kỹ thuật số (âm nhạc, chương trình truyền hình, v. v.) cho khách hàng thông qua gói dữ liệu.;1
Chúng ta đang ngồi trên một bộ dữ liệu khổng lồ;1
Một công ty khởi nghiệp cắt giảm phí cho người sử dụng lao động bằng cách cho phép họ sử dụng dữ liệu nhân viên hiện có của họ (ví dụ như số an sinh xã hội của họ) để xác minh ai được phép làm việc hợp pháp tại Mỹ.;1
"Một công ty khởi nghiệp cung cấp API cho các công ty kết nối vào. Họ là một công ty SaaS cung cấp ""nguồn sự thật duy nhất"" để các công ty tích hợp dữ liệu của họ vào.";1
"Công ty khởi nghiệp này đang xây dựng nền tảng ""dữ liệu lớn"" cho phần mềm nội bộ và giám sát và quản lý cơ sở hạ tầng.";1
Một chatbot có nghĩa là giúp tự động hóa quá trình có ý tưởng sản phẩm mới. Chatbot bắt đầu bằng cách đặt câu hỏi cho người dùng về mục tiêu sản phẩm của họ, sau đó sử dụng những hiểu biết đó để tạo ra một danh sách các ý tưởng sản phẩm tiềm năng có thể phù hợp với nhu cầu của họ. Công ty khởi nghiệp này cho biết hơn 50% dữ liệu do người dùng tạo ra được tạo ra bởi chatbot.;1
"Công ty khởi nghiệp này muốn trở thành "" nền tảng khoa học dân sự "" cho các nhà khoa học. Họ muốn xây dựng một thị trường nơi các nhà khoa học có thể bán/mua dữ liệu, bộ dữ liệu và/hoặc chuyên môn.";1
Công ty khởi nghiệp này đang xây dựng nền tảng mã nguồn mở, truy cập mở cho việc xử lý dữ liệu quy mô lớn, làm cho các tập dữ liệu lớn dễ đọc, dễ sử dụng và đẹp hơn.;1
Công ty này đặt mục tiêu trở thành công ty đầu tiên trên thế giới sử dụng Blockchain (trong trường hợp của họ là Blockchain Stellar) để tạo ra một tiêu chuẩn vàng mới cho tính toàn vẹn và an toàn dữ liệu.;1
Một cách để tích hợp dữ liệu từ các nhà cung cấp dịch vụ chăm sóc sức khỏe, chẳng hạn như phòng thí nghiệm, để giúp các bác sĩ quản lý các trường hợp.;1
Một công ty khởi nghiệp nhắm đến các chuyên gia y tế với một giải pháp cho một vấn đề phổ biến: quản lý một lượng lớn dữ liệu lâm sàng mà bệnh nhân tạo ra.;1
Một startup giúp mọi người tìm đường đi quanh thành phố bằng cách sử dụng dữ liệu lưu lượng đám đông của ứng dụng;1
là xây dựng một nền tảng AI nhằm mục đích giúp các công ty dễ dàng hiểu được những tác động của việc sử dụng dữ liệu cá nhân.;1
Một công ty chuyên về bảo trì dự đoán và bảo dưỡng dự đoán. Họ sẽ cho bạn biết chiếc xe của bạn sẽ kéo dài bao lâu, dựa trên dữ liệu và tình trạng của xe.;1
Một startup xây dựng nền tảng để cho phép các nhà cung cấp dịch vụ chăm sóc sức khỏe chia sẻ dữ liệu, cho phép họ xem những dịch vụ khác mà một cá nhân đang sử dụng và làm việc với các nhà cung cấp để tối đa hóa việc sử dụng dịch vụ của họ.;1
Một ứng dụng chia sẻ tại nhà kết nối người thuê nhà với máy chủ và bao gồm sổ kế toán chi phí, ứng dụng tổ chức các cuộc họp, hệ thống kiểm kê và cơ sở dữ liệu liên hệ. Công ty tập trung vào ngành khách sạn và ngành khách sạn gần gũi.;1
Một nhóm các nhà nghiên cứu tại Phòng thí nghiệm Khoa học Máy tính và Trí tuệ Nhân tạo của MIT đang xây dựng một AI có thể chẩn đoán chính xác các bệnh và đưa ra dự đoán dựa trên một bộ dữ liệu tham khảo. Đó là nỗ lực mới nhất của nhóm MIT để mang sức mạnh của AI đến với công chúng.;1
"Một công ty nhằm mục đích giúp các nhà bán lẻ hiểu dữ liệu khách hàng và đưa ra quyết định tiêu dùng tốt hơn. Họ nói rằng họ đã xây dựng một nền tảng cho các nhà bán lẻ để ""đánh giá sở thích của người mua"" và đã thu hút sự chú ý của các nhà bán lẻ có tên tuổi.";1
 Một công cụ giúp người dùng tìm kiếm nội dung họ muốn trên web, sử dụng dữ liệu từ internet. Ví dụ, công cụ này có thể tìm hiểu xem một người đã xem một bộ phim hay chưa.;1
Một nền tảng phần mềm sẽ giúp các nhà bán lẻ quản lý hàng tồn kho của họ bằng cách lấy dữ liệu từ các hệ thống nội bộ và phân tích dự đoán.;1
Một cơ sở dữ liệu dựa trên web của các ngôn ngữ lập trình web phổ biến nhất thế giới, với cơ sở dữ liệu hơn 6 triệu trang.;1
Một công ty khởi nghiệp xây dựng nền tảng phân tích dữ liệu có thể giúp các nhà bán lẻ xác định vị trí có lợi nhất để mở cửa hàng mới.;1
Một công cụ giúp quản lý dữ liệu mã phiếu giảm giá.;1
"Một ứng dụng theo dõi sức khoẻ, Fooducate tuyên bố là ""ứng dụng ăn kiêng đầu tiên và duy nhất sử dụng dữ liệu để giúp bạn lựa chọn thực phẩm tốt hơn"", cho phép bạn quét các mặt hàng thực phẩm để tìm hiểu chúng được tạo thành từ những gì. Công ty khởi nghiệp muốn làm cho việc ăn kiêng dễ dàng hơn bằng cách cung cấp dữ liệu dinh dưỡng trực tiếp đến các ứng dụng như Facebook và Slack để dễ dàng phù hợp với kế hoạch ăn uống lành mạnh vào lối sống bận rộn.";1
Một nhóm gồm ba người muốn giúp các bác sĩ đưa ra quyết định sáng suốt hơn bằng cách đưa cho họ dữ liệu từ các ứng dụng nhận thức và bản scan não.;1
 Một công cụ giúp nhân viên làm việc tốt hơn. Doanh nghiệp khởi nghiệp giúp nhân viên làm việc tốt hơn bằng cách giúp họ có được dữ liệu, sản phẩm và dịch vụ của công ty, sau đó giúp họ quản lý công việc.;1
"Công ty khởi nghiệp này đang tìm kiếm giải pháp cho vấn đề ""sự cạn kiệt dữ liệu"" - lượng thông tin khổng lồ được tạo ra bởi các thiết bị y tế mà các bác sĩ không sử dụng.";1
Một công ty khởi nghiệp cho phép người dùng theo dõi và theo dõi dữ liệu sức khỏe của họ và chia sẻ nó với những người dùng khác. Sản phẩm đầu tiên của công ty là thiết bị theo dõi giấc ngủ hứa hẹn sẽ cung cấp thông tin chi tiết về chu kỳ ngủ của người dùng, dẫn đến giấc ngủ ban đêm yên bình hơn.;1
Xenti là một sản phẩm có nghĩa là giúp mọi người nói chung mô tả hoặc hiểu các đặc tính của dữ liệu của riêng họ.;1
Tập trung vào ngành công nghiệp chăm sóc sức khoẻ, công ty khởi nghiệp này muốn loại bỏ nỗi đau về việc bảo mật dữ liệu trên Blockchain.;1
 Công cụ giúp các doanh nghiệp lập kế hoạch, quản lý chi phí, và làm cho chúng chính xác hơn. Nó sử dụng dữ liệu từ các dịch vụ khác như Salesforce, Google Docs và nhiều dịch vụ khác, do đó bạn có thể lập kế hoạch chi phí bằng bảng tính và thấy nó ngay lập tức được phản ánh trong hoạt động ngân hàng trực tuyến của mình.;1
Một công cụ trực quan hoá dữ liệu cho các đánh giá trực tuyến tập hợp và hiển thị dữ liệu từ toàn bộ cơ sở khách hàng của doanh nghiệp, và sau đó tạo ra một hình ảnh tuỳ chỉnh để giúp các công ty đưa ra quyết định thông minh hơn.;1
Một sản phẩm cho phép bạn lấy nhiều dữ liệu hơn từ thiết bị theo dõi Fitbit, để bạn có thể sử dụng nó để theo dõi giấc ngủ, cân nặng, hoặc tập luyện.;1
Một nền tảng để thuê tư vấn và cộng tác viên những người có thể làm các công việc như dịch thuật, phân tích dữ liệu và đọc soát.;1
Một nền tảng khoa học dữ liệu giúp các công ty xác định cách tốt nhất để tiếp thị cho khách hàng mới bằng cách giúp họ phân tích hàng triệu điểm dữ liệu và trả lời các câu hỏi như: những sản phẩm nào có khả năng thu hút khách hàng mới nhất và làm thế nào để tiếp cận họ tốt nhất bằng quảng cáo;1
Một công ty nhằm mục đích giúp các công ty đánh giá đường ống bán hàng của họ, sử dụng dữ liệu và mô hình dự đoán để giúp các doanh nghiệp dự đoán cách họ nên phân bổ nguồn lực.Một nền tảng giúp các công ty hiểu cách tối ưu hoá đường ống bán hàng của họ.;1
Một công ty khởi nghiệp giúp mọi người quản lý dữ liệu của chính họ bằng cách tập hợp một loạt các nguồn khác nhau, như Facebook, Twitter và Fitbit. Nó đang làm việc với các công ty như Airbnb, Dropbox, Spotify và Square.;1
"Một công ty tạo ra ""các khoá học trực tuyến để học tập"", qua đó họ tuyên bố cung cấp nhiều tài liệu hơn các trường đại học truyền thống. Họ cung cấp hơn 1.000 khóa học về các chủ đề như học máy, khoa học dữ liệu, và nhiều hơn nữa.";1
"Một công ty khởi nghiệp được đầu tư mạo hiểm xây dựng nền tảng để thu thập và phân tích dữ liệu về chăm sóc sức khoẻ. Mục tiêu của công ty khởi nghiệp là tạo ra một hệ sinh thái công nghệ ""mới nổi"" mới: một tập hợp các công nghệ làm việc cùng nhau để tạo ra những hiểu biết mới và mang lại giá trị mới.";1
"Một công ty cung cấp dữ liệu để giúp doanh nghiệp đưa ra quyết định. Họ đặc biệt quan tâm đến lĩnh vực bảo hiểm và đang nhắm đến "" các giám đốc điều hành bảo hiểm đang tìm cách đưa ra các quyết định dựa trên dữ liệu một cách hiệu quả về chi phí "".";1
Grovo đang xây dựng một nền tảng cho các nhà tổ chức sự kiện, giúp họ tổ chức và quảng bá các sự kiện với những người tham dự.Grovo tính phí cho các nhà tổ chức một khoản phí hàng tháng cho mỗi sự kiện và nhằm kiếm tiền bằng cách giúp người dẫn chương trình và người tham dự chia sẻ dữ liệu về những người đã mua vé và số tiền, do đó công ty có thể phân khúc doanh số bán hàng và nhận được nhiều hoa hồng hơn.;1
"Công ty khởi nghiệp này đang xây dựng một cách cho các bộ phận nhân sự truy cập dữ liệu của công ty, mà họ nói là ""một vấn đề lớn"".";1
Một công ty phần mềm cung cấp nền tảng để quản lý và triển khai thiết bị di động.Nó nhằm đơn giản hóa việc quản lý các thiết bị và dữ liệu và các giao thức chạy qua chúng.;1
"Công ty này đang triển khai nền tảng giao dịch ""P2P"" cho các cổ phiếu giá rẻ. Điểm khác biệt của nó so với các nền tảng giao dịch khác là nó được xây dựng trên sổ cái phân tán chứ không phải là cơ sở dữ liệu truyền thống, có nghĩa là nó có thể phản ứng với các biến động của thị trường trong thời gian thực.";1
"Một công ty khởi nghiệp đang cố gắng giúp khách hàng định vị và khôi phục dữ liệu mà họ không thể truy cập. Công ty cũng đang xây dựng một giải pháp ""sao lưu dưới dạng dịch vụ"", để bạn có thể thiết lập một bản chụp nhanh bất kỳ dữ liệu nào quan trọng đối với bạn và tự động lưu trữ trực tuyến.";1
Một nền tảng phần mềm giúp các thương hiệu hiểu được đối tượng của họ, bằng cách sử dụng CRM, phân tích cảm tính và các dữ liệu và thông tin chi tiết khác.Họ có hơn 50 khách hàng với doanh thu định kỳ hàng năm là 10 tỷ đô la.;1
Một công cụ để tạo ra hình ảnh hoá dữ liệu không gian.Công cụ hoạt động bằng cách lấy dữ liệu từ một API, và tạo ra một biểu diễn đồ hoạ hiển thị dữ liệu theo một cách mới.;1
"Một nền tảng cho các công ty quản lý, tổng hợp và bán dữ liệu của riêng họ.Công ty tuyên bố rằng đây là công ty đầu tiên cung cấp ""doanh nghiệp SaaS ngăn xếp đầy đủ cho các công ty dữ liệu"".";1
Công ty khởi nghiệp này muốn sử dụng máy học để xác định các cách sử dụng khác nhau của một sản phẩm và sau đó cung cấp các khuyến nghị dựa trên dữ liệu đó.Ví dụ, một ứng dụng điện thoại thông minh có thể giới thiệu các ứng dụng máy ảnh khác nhau cho người dùng dựa trên hình ảnh của họ.;1
"Một công ty "" chuyển đổi nơi làm việc "" giúp các công ty tập hợp các thành viên của các nhóm khác nhau và cho họ quyền truy cập vào dữ liệu và dự án của nhóm khác.";1
Công ty khởi nghiệp này đang xây dựng một công ty luật được hỗ trợ bởi trí tuệ nhân tạo. Công ty đang tuyển dụng các kỹ sư nghiên cứu pháp lý, các nhà khoa học dữ liệu và các nhà phân tích, và một lãnh đạo công nghệ nhân sự.;1
"Một ""cơ sở hạ tầng xã hội"" giúp các công ty thu thập, quản lý và tổ chức dữ liệu khách hàng của họ. Họ đang tìm kiếm một vòng tài trợ trị giá 2 triệu đô la để ""làm cho phương tiện truyền thông xã hội hoạt động cho bạn.""";1
"Ý tưởng: Một công ty B2B muốn số hoá các quy trình và dữ liệu của ngành rượu vang. Công ty muốn ""làm cho ngành rượu vang hiệu quả, minh bạch và minh bạch.""";1
"Chủ tịch của một công ty có tên Trip Monitor, người đã nói về việc khởi nghiệp trong một tập gần đây của The Startup Podcast, nói rằng Trip Monitor, được xây dựng dựa trên ý tưởng rằng các khách sạn nên mang đến cho người tiêu dùng trải nghiệm ""theo cấp"" khi nói đến đánh giá trực tuyến, đã xây dựng cơ sở dữ liệu gồm hơn 10 triệu đánh giá khách sạn.";1
Ý tưởng là làm cho tất cả các dữ liệu được thu thập bởi các y tá và bác sĩ của bệnh viện, bất kể công cụ hoặc công nghệ cụ thể được sử dụng, có thể được các y tá và bác sĩ tìm kiếm cho mục đích chăm sóc bệnh nhân tốt hơn.;1
Một công ty khởi nghiệp có tên là Vostu đang xây dựng một công cụ giúp người dùng dịch và giải thích dữ liệu thành các định dạng dễ tiếp cận hơn.Dịch vụ hiện tại chạy trên Slack, nhưng cũng có sẵn như một sản phẩm độc lập.Vostu cũng cung cấp một dịch giả để người dùng dịch sang các ngôn ngữ khác, và có kế hoạch ra mắt dịch vụ dịch thuật chạy bằng AI trong tương lai.;1
"Một ""cơ chế một cửa "" cho bán hàng và lập hóa đơn trên nhiều ngành công nghiệp.Công ty đang xây dựng một ứng dụng để giúp người dùng của các công ty khác nhau mang dữ liệu bán hàng và lập hóa đơn, sau đó kết hợp tất cả lại thành một sản phẩm duy nhất.";1
"Một tập hợp các dịch vụ cho các công ty và cá nhân để ""dễ dàng và an toàn"" nhập dữ liệu tài chính của họ từ các nguồn khác nhau, chẳng hạn như ngân hàng, công ty thẻ tín dụng và các tổ chức tài chính khác, vào một tài khoản duy nhất.";1
"Một nhóm đã xây dựng nền tảng công nghệ cho các sự kiện phát trực tiếp, dựa trên cơ sở dữ liệu lớn được gọi là ""Super Fan Database "". Super Fan Database là cơ sở dữ liệu về những người trung thành nhất với thương hiệu hoặc tổ chức. Ứng dụng này cho phép các nhà tổ chức sử dụng cơ sở dữ liệu để tiếp cận người dùng và khuyến khích họ tham dự sự kiện.";1
"Một ""thiết bị theo dõi trẻ kết nối"" cho các bậc cha mẹ, cho phép họ theo dõi con cái của họ ở bất cứ đâu và nói chuyện với chúng bằng ứng dụng điện thoại, trong thời gian thực. Công ty khởi nghiệp này đang xây dựng một nền tảng dữ liệu theo dõi và chia sẻ thông tin về cả những gì đang xảy ra với trẻ em và cha mẹ.";1
Kể từ cuộc khủng hoảng kinh tế, các công ty đã phải vật lộn để tìm cách tốt nhất để theo dõi hiệu suất nội bộ của họ.Công ty phần mềm nhân sự TheWorkPlace đã đưa ra một sản phẩm mới biến bảng tính thành thông tin hành động, trình bày cho các nhà quản lý dữ liệu về hiệu suất của nhân viên trong thời gian thực.;1
"Một công ty đang xây dựng một ""trợ lý kỹ thuật số"" cho các bác sĩ. Công ty khởi nghiệp dựa trên AI, xử lý ngôn ngữ tự nhiên và học máy để giúp các bác sĩ quản lý dữ liệu bệnh nhân tốt hơn và duy trì một bệnh nhân khỏe mạnh.";1
"Một cơ sở dữ liệu và sự kiện được cộng đồng đóng góp.Những người sáng lập công ty nói rằng cơ sở dữ liệu này là ""nguồn dữ liệu đáng tin cậy nhất"" ở Mỹ.";1
"Một công ty khởi nghiệp muốn giải quyết vấn đề chiếm được khách hàng bằng cách cung cấp ""một công cụ phân tích đào sâu vào dữ liệu khách hàng và giúp bạn, bộ phận tiếp thị, hiểu cách các công ty trong lĩnh vực của bạn đang giành được khách hàng và tần suất.""";1
"Một ứng dụng giao đồ ăn hỗ trợ hợp đồng xã hội giữa những người dùng của mình, thưởng cho họ vì đã chia sẻ dữ liệu ""người yêu thích đồ ăn"". Đó là một công ty SaaS phục vụ thành phố New York và hy vọng sẽ mở rộng sang các thành phố khác trong vài tháng tới.";1
"Công ty khởi nghiệp này đang tập trung vào ""đăng ký tăng trưởng"" cho các công ty B2B cho phép họ truy cập vào dữ liệu của khách hàng trong thời gian thực và phân tích nó để kinh doanh thông minh.";1
Một công ty khởi nghiệp cung cấp một khung hộp đen cho việc bảo mật các ứng dụng web, cho phép các công ty xử lý lượng lớn dữ liệu và đưa ra quyết định sáng suốt khi đang hoạt động;1
Một startup sử dụng dữ liệu để giúp mọi người đưa ra quyết định sáng suốt hơn về chăm sóc sức khỏe của họ bằng cách kết nối họ với bác sĩ và y tá những người có thể cung cấp lời khuyên y tế theo thời gian thực.;1
Một công ty khởi nghiệp giúp đỡ người vô gia cư với cơ sở dữ liệu về các nơi trú ẩn cho người vô gia cư, cung cấp thông tin cập nhật về nơi trú ẩn và cách giúp đỡ họ bằng cách quyên góp cho các nơi trú ẩn.;1
Một ứng dụng di động giúp mọi người tiêm sự đồng ý vào bài đăng của họ, cho phép họ tạo bài đăng bằng dữ liệu sinh trắc học mà không phải gõ mật khẩu thủ công.;1
Một nền tảng cho phép người tiêu dùng theo dõi mức tiêu thụ năng lượng của chính họ.Dữ liệu năng lượng được chuyển đến công ty tiện ích, sau đó so sánh các mô hình tiêu thụ với các mô hình lịch sử để xác định mức tiêu thụ năng lượng của từng ngôi nhà.;1
Một nền tảng phân tích dữ liệu cho các công ty đại chúng, nhằm giúp họ dễ dàng truy cập, sắp xếp và phân tích dữ liệu tài chính hơn.;1
 Một công ty khởi nghiệp tập trung vào việc cung cấp dịch vụ hỗ trợ khách hàng dựa trên dữ liệu cho các doanh nghiệp. Công ty thu thập và phân tích dữ liệu từ các phiếu hỗ trợ khách hàng, sau đó sử dụng học máy để phân loại các vấn đề hỗ trợ khách hàng quan trọng nhất.;1
" Mạng xã hội dành cho các chuyên gia. Doanh nghiệp khởi nghiệp muốn xây dựng một công cụ cho phép các chuyên gia "" sở hữu dữ liệu của họ "".";1
"Công ty B2B muốn ""giúp các công ty đưa ra quyết định tốt hơn với ít dữ liệu hơn"", sử dụng học máy để phân tích dữ liệu để có được nhiều thông tin chi tiết hơn.Công ty khởi nghiệp tập trung vào một vài ngành công nghiệp, bắt đầu với dịch vụ tài chính.";1
Một công ty khởi nghiệp giúp người dùng CRM quản lý dữ liệu trong các ứng dụng CRM của họ.Phần mềm của công ty khởi nghiệp hoạt động như một phần mềm quản lý quan hệ khách hàng (CRM ), và cho phép người dùng nhập và xuất dữ liệu từ email và các mục lịch.;1
Ý tưởng: Dịch vụ tư vấn dựa trên dữ liệu cho nhà đầu tư mạo hiểm;1
